Skill,Demand_Count,Average_Salary
"Software Development
",172,117690.84302325582
Healthcare Analytics,172,108312.97093023256
Pharmacy Benefit Management,172,103672.15697674418
"Scenario Design
",172,144620.19186046513
"Negotiation
",172,132767.0988372093
"
  Learning Management Systems",171,99541.17543859649
Production Process,171,122567.43859649122
File Systems,171,115513.11695906433
Presales,171,164597.59649122806
"
  Business Workflow Analysis",171,122425.11695906433
Oracle GoldenGate,170,143720.57647058825
Fidessa (Software),170,126976.35294117648
Institutional Research,170,88043.9705882353
Project Risk Management,170,113846.23529411765
"
  Project Portfolio Management",170,123278.42352941177
"MapReduce
",169,237059.81065088758
Domain Driven Design,169,128882.04733727811
Security Administration,169,118616.82840236687
Qualitative Research,169,106903.03550295858
Data Center Operations,168,114001.0
Virtual Private Networks (VPN),168,116334.86309523809
Customer Inquiries,168,107474.08333333333
Flowcharts,168,111023.03571428571
"
  Sales",168,110995.01190476191
VSE (Operating System),167,115024.0
Investment Banking,167,125362.89221556886
Cyber Risk,167,119657.50898203593
Consensus Decision Making,167,123107.17964071856
Warehouse Operations,167,121011.7245508982
Marketing Performance Measurement And Management,167,110276.125748503
"
  Technical Debt",167,182924.5508982036
"Time Management
",167,108364.59281437125
SAP NetWeaver Application Servers,166,116983.78313253012
"HyperText Markup Language (HTML)
",166,117824.06626506025
Business Intelligence Development,166,110939.02409638555
Technical Assistance,166,107634.63855421687
"Project Management
",166,115772.24096385542
Product Design,166,119133.75903614458
Executive Presentations,166,124409.9156626506
"
  Collaboration",166,118200.86144578313
Oracle Reports,165,113583.57575757576
Primary Source Information,165,108425.78181818181
Product Lining,165,130856.01818181819
"Empathy
",165,106163.68484848485
"
  Analytical Thinking",165,114301.29696969697
Smartsheet,164,111518.5
Java Message Service (JMS),164,122387.9268292683
"
  Performance Analytics",164,131842.82317073172
Functional Analysis,164,123846.83536585367
Landscaping,164,130534.00609756098
Kinaxis (Software),163,155899.34969325154
Market Dynamics,163,119216.85276073619
Business Objectives,163,128704.66257668711
Microsoft OneNote,162,153679.3950617284
Stata,162,97331.58024691358
Data Loss Prevention,162,116515.38888888889
Inventory Control,162,110088.3950617284
Sales Reporting,162,90433.66666666667
"Product Demonstration
",162,122151.67283950618
Agile Projects,162,122582.34567901235
"Accountability
",162,108929.14197530864
"
  Information Technology
",162,121886.07407407407
Ab Initio (Software),161,127231.9254658385
Healthcare Quality,161,107193.55900621117
Business Concepts,161,117309.77639751552
"Change Management
",161,117117.85093167702
Architectural Patterns,161,133737.7142857143
"Reporting Tools
",160,135267.24375
"Microsoft Dynamics 365
",160,114840.325
Server-Side,160,123710.45625
"
  Data Management",160,98183.80625
Technical Engineering,160,123156.25
Tenacity,160,111837.66875
Sorting,160,103523.525
Action Oriented,160,113444.78125
"
  Generative Artificial Intelligence
",159,111045.14465408806
"Test Planning
",159,119015.18867924529
Operational Risk,159,124989.40880503145
"
  Statistical Analysis",159,113129.6603773585
"English Language
",159,106791.7610062893
"Finger Dexterity
",159,104513.38364779874
"Management
",159,112297.7924528302
"
  Mentorship",159,140874.45283018867
"Mentorship
",159,114838.72327044026
XML Schema,158,119963.96202531646
Content Management,158,122472.96202531646
Manufacturing Operations,158,116496.27215189874
Software Development Methodologies,158,115977.03797468354
Requirements Traceability,158,130596.67088607595
Release Notes,158,112069.43037974683
Digital Data,158,113881.63924050632
"Human Resources Information System (HRIS)
",157,114375.70063694268
"
  Spreadsheets
",157,101939.84076433121
"PostgreSQL
",157,121856.22929936305
Commercialization,157,117201.43949044586
Growth Strategies,157,126501.40127388535
"
  Warehousing",157,106034.87261146496
Back End (Software Engineering),157,117614.31847133758
"
  Strategic Planning",157,121897.45859872611
Web Dynpro,156,124360.48717948717
Application Frameworks,156,143053.65384615384
Electronic Data Capture (EDC),156,111607.83333333333
"
  Solution Architecture",156,125538.3717948718
Technical Management,156,131456.65384615384
Global Delivery Model,156,115890.14743589744
Courage,156,122736.98717948717
Productivity Software,155,119606.23225806451
"
  SAS (Software)",155,113254.09032258064
"Gitlab
",155,121489.02580645161
Data Exchange,155,114005.89032258064
Security Engineering,155,122851.56129032258
Demand Forecasting,155,110814.70322580646
Customer Communications Management,155,123964.25161290323
WordPress,154,85655.01298701299
SAP Manufacturing Execution (ME),154,133899.3961038961
Microsoft Intune (Mobile Device Management Software),154,128246.1948051948
Apache Parquet,154,102924.77922077922
Patient Safety,154,118202.33116883117
Primary Care,154,77982.8961038961
"Unit Testing
",154,125243.74025974025
Cost Reduction,154,129741.07792207792
Spanish Language,154,102010.97402597402
SAP Warehouse Management,153,121037.09803921569
ADO.NET (Programming Language),153,117546.5751633987
"
  Unix",153,119172.61437908496
Zoom (Video Conferencing Tool),153,108349.522875817
Product Analytics,153,145023.1045751634
Product Marketing,153,138831.13725490196
Order Fulfillment,153,110961.11111111111
"
  Warehouse Management Systems",152,114940.40789473684
Vue.js (Javascript Library),152,131235.42763157896
"
  Application Programming Interface (API)
",152,140603.34210526315
Cost Accounting,152,121883.05921052632
Requirements Specifications,152,114160.06578947368
"Database Design
",152,110554.54605263157
"
  Amazon Redshift",151,105839.29139072848
Selenium (Software),151,114458.8940397351
Virtual Machines,151,124580.63576158941
"
  Internet Services",151,102442.02649006623
"
  Emergency Response
",151,45154.28476821192
Compliance Risk,151,118202.50331125828
Formal Learning,151,118124.41721854305
Service Development,151,114360.1523178808
Systems Thinking,151,130598.4238410596
System Deployment,150,159994.36666666667
"Systems Architecture
",150,139761.56666666668
Data Layers,150,131771.70666666667
Process Integration,150,121909.62666666666
"
  Human Resource Strategy",150,154714.94
Oracle Configure-Price-Quote (CPQ),149,134174.45637583893
File Transfer Protocol (FTP),149,117558.53020134228
Query Performance,149,118798.47651006712
Document Management,149,108309.80536912751
IdentityIQ,148,121377.43243243243
Drupal,148,90353.81081081081
SAP IS-U,148,121878.75675675676
Matrix Management,148,123997.11486486487
Application Services,148,118292.63513513513
User Provisioning,148,117343.66891891892
Security Strategies,148,121648.06081081081
Stakeholder Requirements,148,110002.03378378379
Market Liquidity,148,121074.05405405405
Credit Risk,148,114121.99324324324
Customer Relationship Management (CRM) Software,147,98098.08843537416
Enterprise Service Bus,147,119484.73469387754
Modeling Languages,147,118218.16326530612
Technical Recruitment,147,115216.24489795919
Simulations,147,124893.92517006803
"
  Data Warehousing",147,115094.55782312925
Impact Assessment,147,119898.1768707483
Expense Management,147,118785.85034013605
Project Cost Management,147,123713.28571428571
"Control Objectives For Information And Related Technology (COBIT)
",146,122481.70547945205
"
  Exploratory Data Analysis",146,88810.95205479451
Lightweight Directory Access Protocols,146,119180.47945205479
Parsing,146,111536.63698630137
Market Segmentation,146,126341.04109589041
"Business Systems Analysis
",146,120510.87671232877
Research Electronic Data Capture (REDCap),145,92540.62068965517
Graphical User Interface,145,116860.26206896552
Command-Line Interface,145,118840.11724137931
"Industry Standards
",145,117716.6551724138
"
  Scrum (Software Development)",145,137040.35172413793
"Help Desk Support
",145,104756.11724137931
"
  Requirements Analysis",145,115410.8
Growth Mindedness,145,117908.73103448276
Oracle Workflow,144,115278.6875
Adobe Campaign,144,130380.48611111111
"
  Relational Database Management Systems",144,118901.79861111111
JavaScript Frameworks,144,118216.84722222222
Econometrics,144,110511.27083333333
Batch Processing,144,116538.1875
Marketing Materials,144,110701.11805555556
"
  English Language",144,118716.52777777778
Plotly,143,112678.76923076923
Application Environments,143,112963.4965034965
PowerDesigner,143,122927.35664335664
Project Sponsorship,143,116232.95804195805
Variance Analysis,143,118087.53146853147
Salesforce Development,143,113318.22377622378
Corporate Data Management,143,112080.51748251748
"Software Development Methodologies
",143,139388.73426573427
Chronic Diseases,143,81514.81818181818
Teaching,143,107769.37762237762
Azure Machine Learning,142,115232.23943661971
SAP Knowledge Warehouse,142,114458.2957746479
"
  Business Intelligence Tools",142,111599.7042253521
Wireless Security,142,114417.69014084506
Model View Controller,142,122812.17605633802
"
  Solution Delivery",142,146832.70422535212
"
  Technical Acumen",142,120231.33802816902
"
  IBM DB2",141,118065.60992907801
Attribute Change Package,141,119577.78723404255
Customer Advocacy,141,125468.75886524822
"Release Management
",141,125491.68085106384
"
  Solution Selling",141,128124.63120567377
"Fine Motor Skills
",141,107065.0354609929
Informatica Powercenter,140,119167.97142857143
Strategic Leadership,140,154895.57857142857
"
  Blueprinting",140,124981.65714285715
E-Business,140,114643.13571428572
Employee Engagement,140,145221.65714285715
"Oracle WebLogic Server
",139,119285.55395683453
Low-Code Development Platform (LCDP),139,127951.15107913669
Infrastructure Security,139,134073.72661870503
Iterative And Incremental Development,139,115329.38129496403
Vulnerability Assessments,139,114000.58273381295
Composure,139,104853.69064748201
"Operational Data Store
",138,113378.15217391304
Amazon QuickSight,138,113616.42028985507
Snowflake (Data Warehouse),138,117548.18115942029
OpenShift,138,133030.85507246378
Access Network,138,117596.11594202899
"
  Data Storage",138,124081.16666666667
"Data Conversion
",138,117860.57246376811
Corporate Reporting,138,161471.22463768115
TypeScript,137,118214.29197080292
IBM InfoSphere DataStage,137,119532.14598540145
Sapui5,137,121052.67153284671
Lean Manufacturing,137,113803.26277372263
Time Series,137,113828.59124087592
"Quality Improvement
",137,110440.74452554744
"
  Design Specifications",137,139454.96350364963
Agile Leadership,137,149337.34306569342
Trustworthiness,137,120297.00729927007
"
  Negotiation",137,111207.1605839416
Public Speaking,137,111534.64963503649
Logical Data Models,136,120069.5955882353
Procurement Software,136,115611.66911764706
Jersey (Java Framework),136,120514.97794117648
Windows Desktop,136,121991.05882352941
Web Servers,136,122557.58088235294
"
  Solution Design",136,103920.70588235294
"
  Generally Accepted Accounting Principles",136,116867.78676470589
Investment Management,136,128817.38235294117
Performance Review,136,111762.80147058824
Test Strategy,136,118553.27205882352
Integrated Development Environments,135,115585.88888888889
"Software As A Service (SaaS)
",135,135007.51111111112
Customer Analytics,135,107216.01481481481
Model Based Systems Engineering,135,142173.68148148147
Clinical Trials,135,122067.48888888888
"
  Technical Consulting",135,132265.32592592592
"
  Computer Displays",135,114549.63703703704
"Microsoft Office 365
",134,108564.01492537314
Project Accounting,134,138628.83582089553
"
  IT Capacity Management",134,123191.26865671642
Competitive Analysis,134,119391.62686567164
Control Systems,134,125672.82089552238
Needs Assessment,134,109599.92537313433
Motivational Skills,134,127724.17910447762
AutoCAD,133,117515.58646616542
Branding,133,114906.7067669173
Front End Design,133,123208.8947368421
Category Analytics,133,102965.02255639098
"Oracle Management
",133,120694.31578947368
"
  Governance
",133,114136.42105263157
Plan Execution,133,121548.27067669173
Visual Acuity,133,105445.6992481203
Qualtrics,132,94174.68939393939
Unknown,132,115024.0
Dataset,132,107361.56060606061
AppExchange,132,130350.81060606061
Clinical Research,132,108785.85606060606
Cloud Governance,132,122275.04545454546
Cataloguing,132,114044.43939393939
"Federal Information Security Management Act
",132,117800.72727272728
Presentation Software,131,109255.09923664122
Remittance,131,134684.58778625954
Network Performance Management,131,107919.34351145038
Experimentation,131,115851.40458015267
Configuration Design,131,121100.45801526717
Practice Management,131,126079.11450381679
Geospatial Analysis,131,112873.97709923664
Infrastructure Architecture,131,136093.3435114504
Naming Conventions,131,121142.3893129771
Financial Market,131,109342.29007633588
Data Presentation,131,108000.21374045801
Maintainability,131,128594.24427480916
"Post-Production
",131,139667.6183206107
"Oracle SQL Developer
",130,113803.48461538462
Arcpy,130,114201.4923076923
Adobe Experience Platform Launch,130,120676.10769230769
Organizational Effectiveness,130,108228.0076923077
Artificial Neural Networks,130,125355.96153846153
Data Availability,130,118176.51538461538
"Procure-To-Pay (PTP)
",130,122215.0076923077
Experimental Design,130,128896.07692307692
Process Manufacturing,130,124988.56153846154
Sprint Retrospectives,130,114451.68461538461
Checklists,130,118647.16923076923
"Training And Development
",130,113751.87692307692
"
  Research
",130,106689.11538461539
Accounting Software,129,102757.46511627907
OpenID,129,121026.35658914728
Secondary Research,129,106748.11627906977
Technical Sales,129,128053.36434108527
Ontologies,129,124712.56589147287
Master Data Management,129,127813.56589147287
Customer Acquisition Management,129,117957.34108527131
Threat Management,129,117470.58139534884
Federal Enterprise Architecture,129,138240.8992248062
Cycle Counting,129,113309.52713178295
VMware Servers,128,118787.0
"
  The Open Group Architecture Framework (TOGAF)
",128,134679.8046875
"
  ArcGIS (GIS Software)",128,102916.921875
Luigi (Python Package),128,131197.609375
Risk Control,128,118803.171875
Point Of Sale,128,108673.6953125
Inventory Management System,127,104041.69291338582
"Enterprise Service Bus
",127,118151.43307086614
SAP Fieldglass (Vendor Management Tool),127,122836.36220472441
Payroll Systems,127,119189.53543307087
Meter Data Management,127,143649.3937007874
Mental Health,127,101361.25984251969
Preparing Executive Summaries,127,84108.25196850394
Wireframing,127,114552.27559055119
Excel Formulas,127,90070.06299212598
Application Servers,127,123104.95275590551
"
  Data Processing",127,98816.89763779528
Health Policies,127,108462.41732283465
"Business Requirements
",127,119124.70078740157
YAML,126,129839.84126984127
Sybase (Software),126,129076.79365079365
Software Versioning,126,126691.25396825396
"
  Business Architecture",126,124627.52380952382
"
  Oracle Fusion Middleware
",125,118761.264
AWS Lambda,125,151948.768
"
  JIRA",125,112221.168
"Alation Data Catalog
",125,121482.416
"
  Automation",125,109322.816
Sign Language Interpretation,125,122865.48
Vulnerability Management,125,122475.272
Business Process Transformation (BPT),125,101018.464
Credit Management,125,118709.552
Good Manufacturing Practices,125,105848.656
Content Creation,125,113603.032
"
  Capital Markets",125,124014.584
"JIRA
",124,113468.7741935484
"
  Kibana",124,121607.3629032258
Quantum GIS (QGIS),124,108124.12903225806
Salesforce Object Query Language (SOQL),124,128077.92741935483
"
  Predictive Modeling",124,119701.31451612903
"
  Internal Controls",124,109866.58064516129
Language Experience Approach,124,110402.82258064517
Occupational Safety And Health,124,113065.31451612903
Research Experiences,124,105603.2258064516
"Microsoft Solutions Framework
",123,117236.09756097561
"Postman API Platform
",123,127257.57723577236
"
  SAP IS-U",123,130363.13821138212
User Interface (UI) Design,123,118469.73170731707
"
  Advanced Mathematics",123,99345.57723577236
Endpoint Security,123,118166.42276422764
Healthcare Common Procedure Coding Systems,123,89735.21138211382
Sales Presentations,123,142490.86991869917
Lead Generation,123,94670.54471544715
Continuous Quality Improvement (CQI),123,87377.86991869919
Supervisory Control And Data Acquisition (SCADA),123,118009.9512195122
Compliance Training,123,103877.1138211382
Security Systems,123,115513.65040650406
Mobile Architecture,123,118352.52032520325
"Interpersonal Communications
",123,116633.19512195123
"Ideation
",123,115142.37398373983
"Virtual Teams
",123,117422.081300813
VS Code,122,128906.80327868853
"
  Applicant Tracking Systems",122,108144.14754098361
"Salesforce
",122,117302.47540983607
Azure Logic Apps,122,118970.37704918033
Configurators,122,106216.09836065574
Internal Communications,122,98847.79508196721
"
  Automotive Industry",122,108513.18852459016
"Financial Systems
",122,114974.64754098361
User Experience (UX) Design,121,118568.76859504133
"
  Infrastructure Architecture",121,130031.84297520661
Environmental Science,121,102674.04132231405
Software Technical Review,121,116841.38016528926
Capital Markets,121,121161.10743801652
"Healthcare Analytics
",121,101549.52066115703
Market Opportunities,121,109840.07438016529
"
  Business Acumen",121,119521.65289256198
SAP Project System,120,119141.2
Machine Learning Model Training,120,117652.81666666667
Information Sciences,120,109322.025
Machinery,120,107197.225
Chemistry,120,104547.03333333334
Electronic Engineering,120,130517.00833333333
Software Design Documents,120,118606.38333333333
Veeva,119,117997.36134453781
Financial Stress Testing,119,121961.16806722688
"
  Financial Analysis",119,132959.3613445378
Linear Regression,119,116048.42016806723
Network Planning And Design,119,133284.90756302522
Docker Swarm,118,148018.91525423728
"
  SAP Ariba",118,117658.21186440678
"
  The Open Group Architecture Framework (TOGAF)",118,133000.39830508476
"Generative Artificial Intelligence
",118,154605.01694915254
Data As A Service (DaaS),118,83622.07627118644
Retail Banking,118,126571.21186440678
Real World Data,118,111042.74576271187
Remote Access Systems,118,120220.49152542373
Test Script,118,112764.50847457627
Cloud Hosting,118,125846.95762711864
Third Normal Form,118,131982.5254237288
Industrial Engineering,118,132470.2033898305
"
  Capacity Planning",118,119993.55084745762
French Language,118,110781.36440677966
Apigee,117,123687.91452991453
BRFplus,117,117242.09401709402
Design Strategies,117,127177.48717948717
Visual Design,117,121448.10256410256
Object-Oriented Analysis And Design,117,127363.58974358975
Goal-Oriented,117,114449.73504273505
"Wolfram Mathematica
",116,112816.8275862069
RabbitMQ,116,127587.25
"Apache Hive
",116,127942.02586206897
Oracle Apex,116,117031.08620689655
Cryptography,116,116413.91379310345
Information Access,116,115869.64655172414
"
  Data Intelligence",116,118506.43103448275
Compliance Management,116,121499.14655172414
"
  Process Improvement",116,103442.68103448275
Application Deployment,116,132738.50862068965
Product Requirements,116,122163.52586206897
Financial Industry Regulatory Authorities,116,121027.56034482758
Derivatives,116,121582.62068965517
"
  Coordinating",116,111457.44827586207
"Oracle Business Intelligence Enterprise Edition
",115,113807.65217391304
Control-M (Batch Scheduling Software),115,117714.62608695652
Epic EMR,115,106600.15652173913
Apache HBase,115,140293.6695652174
Event Management,115,125353.20869565217
Strategic Alignment,115,130520.92173913044
Descriptive Statistics,115,107399.93043478261
Design Documentation,115,116665.42608695652
Construction,115,105122.6347826087
Cloud Strategy,115,138776.57391304348
Object-Oriented Design,115,130910.91304347826
WildFly (JBoss AS),114,119709.36842105263
Genesys,114,112838.84210526316
Water Resources,114,110314.12280701754
Pattern Recognition,114,123458.67543859649
Business Modeling,114,119264.67543859649
Taking Meeting Minutes,114,104759.6052631579
Statutory Reporting,114,121676.85964912281
ERP Systems Knowledge,114,106092.67543859649
Mechanical Engineering,114,110871.35087719298
Statistical Inference,114,109918.25438596492
Sales Analysis,114,113764.80701754386
Hospital Information Systems,114,88371.5701754386
Listening Skills,114,109249.86842105263
Copado,113,130859.62831858407
"Azure Active Directory
",113,126706.9203539823
Broadband,113,92654.18584070797
"Enterprise Resource Planning
",113,115776.50442477876
System Integrity,113,115537.00884955752
Sales Strategy,113,122035.9557522124
Test Execution Engine,113,114617.61946902655
"
  Performance Management",113,146479.37168141594
"User Roles
",113,115066.42477876107
Information Assurance,113,121301.3185840708
Visual Storytelling,113,111989.9203539823
Information Synthesis,113,107058.73451327434
Java Database Connectivity,112,120957.08928571429
"NetFlow
",112,145340.2857142857
IBM Websphere Application Server,112,124128.48214285714
Cloud Database,112,116804.19642857143
BlackLine (Accounting Software),112,144134.60714285713
Archives,112,124052.03571428571
Market Analysis,112,114344.26785714286
Preventive Care,112,72729.90178571429
Test-Driven Development (TDD),112,119117.65178571429
Fixed Income,112,111439.21428571429
Cost Estimation,112,148522.86607142858
Data Administration,112,105528.16071428571
Job Control Language (JCL),111,122299.53153153154
Swagger UI,111,133762.5045045045
Apache Avro,111,117575.8918918919
Conceptual Data Modeling,111,119740.01801801802
Clinical Study Design,111,103994.73873873874
Newsletters,111,116851.49549549549
Management Accounting,111,119891.81081081081
Edifecs,110,74382.6
Google Tag Manager,110,114066.14545454546
Data Centers,110,133901.56363636363
Organizational Development,110,111380.36363636363
Ledgers (Accounting),110,124903.03636363636
Test Case,110,113394.9909090909
Probability,110,111136.56363636363
Work Breakdown Structure,110,122179.92727272728
"Revenue Accounting
",110,120058.35454545454
Time Series Analysis And Forecasting,110,117010.92727272728
Business Intelligence Architecture,110,114039.28181818181
Electric Utility,110,148283.8818181818
"Azure Functions
",109,137098.60550458715
"Relational Databases
",109,114299.77064220184
Microsoft Software,109,111949.44036697247
"
  SAP R/3",109,122847.22935779816
"
  JavaServer Pages",109,123766.93577981651
Resource Description Framework (RDF),109,121980.47706422018
"
  Infrastructure Security",109,155100.71559633026
"
  Key Performance Indicators (KPIs)",109,105327.36697247706
Workshop Facilitation,109,123053.41284403669
Health Risk Assessments,109,112158.16513761468
Protected Health Information,109,110337.43119266054
Lean Methodologies,109,126329.14678899082
Design Reviews,109,121073.38532110091
"System Implementation
",109,123530.11926605504
Payment Card Industry (PCI) Data Security Standards,109,120663.52293577982
Employee Performance Management,109,121709.02752293578
NIST 800,109,122457.40366972476
"
  Problem Solving",109,111152.93577981651
"
  Critical Thinking",109,108880.43119266054
"Grafana
",108,124970.93518518518
VBScript (Visual Basic Scripting Edition),108,117193.83333333333
"Microsoft 365
",108,114643.86111111111
"C# (Programming Language)
",108,117217.71296296296
Data Masking,108,114557.60185185185
Large Language Modeling,108,135371.12962962964
Activities Of Daily Living (ADLs),108,128310.9074074074
Platform Design And Development,108,143799.38888888888
"ICD Coding (ICD-9/ICD-10)
",108,68307.67592592593
Business Blueprinting,108,127970.49074074074
"
  Good Driving Record",108,93601.32407407407
Gitlab,107,116179.78504672897
TikTok,107,132897.52336448597
Oracle Data Service Integrator,107,117642.84112149532
Health Economics,107,111918.80373831776
Compliance Auditing,107,99533.73831775702
Capability Maturity Model Integration,107,123577.0
Medical Research,107,108986.42056074766
"Business Process Mapping
",107,116573.66355140187
Process Transformation,107,118616.73831775702
Independent Thinking,107,109483.98130841121
"
  Report Writing",107,99490.1214953271
"
  Information Gathering",107,114383.19626168224
"Scheduling
",107,121824.40186915887
Mac OS,106,112564.88679245283
"Microsoft SQL Servers
",106,111940.49056603774
Azure Cloud Services,106,127360.03773584905
Honeypots (Computing),106,148000.83018867925
"Role-Based Access Control (RBAC)
",106,117227.58490566038
Cisco Identity Services Engine (ISE),106,115391.50943396226
Oracle Customer Experience (CX),106,158633.64150943398
Feature Engineering,106,122810.00943396226
Environment Management,106,133364.2641509434
Infographics,106,101264.16981132075
Data Retention,106,122061.58490566038
"
  Project Management Life Cycle",106,117123.07547169812
"
  Software Technical Review",106,115274.30188679245
Visual Analytics,106,115105.58490566038
Multi-Tenant Cloud Environments,106,122729.83018867925
Kanban Principles,106,117766.77358490566
"
  Digital Transformation",106,126926.35849056604
Creating Shareholder Value,106,138732.11320754717
Oracle BI Publisher,105,120415.21904761904
EcoSys (Project Management Software),105,123637.39047619047
"
  Life Sciences",105,108045.45714285714
"
  Project Documentation",105,114064.61904761905
Cloud Engineering,105,131691.61904761905
Learning Platforms,105,119063.02857142857
Policy Analysis,105,98892.1619047619
Health Information Technology,105,128693.41904761904
Front Office,105,116461.34285714285
"
  Requirements Elicitation",105,115338.05714285714
Financial Acumen,105,129129.69523809524
"
  NetApp Applications",104,203803.53846153847
"
  JavaScript (Programming Language)",104,136326.375
IBM AIX,104,128392.94230769231
"
  Legacy System Migration Workbench",104,118834.02884615384
"Data Access
",104,120909.06730769231
"Big Data
",104,113528.26923076923
Clinical Practices,104,114738.0
Communication Strategies,104,120399.85576923077
Random Forest Algorithm,104,120475.91346153847
Customer Profiling,104,117989.17307692308
"
  Innovation
",104,115558.45192307692
"
  Decision Making",104,118011.93269230769
Pentaho Data Integration,103,110272.03883495145
AWS Kinesis,103,132769.6504854369
Lightning Web Components,103,125612.67961165048
Junit,103,134528.3495145631
Postman API Platform,103,116045.14563106796
Information Sharing,103,115881.12621359223
Organizational Architecture,103,124464.77669902913
Lawsuits,103,111169.03883495145
"Auditor's Report
",103,100101.56310679612
"Administrative Functions
",103,90020.99029126213
"Needs Assessment
",103,112115.41747572816
"
  Logical Data Models",102,119471.67647058824
Groovy (Programming Language),102,127624.98039215687
"
  Oracle Business Intelligence (BI) / OBIA",102,113045.45098039215
"SAP Human Resource Management Software
",102,115751.11764705883
SAS Macros,102,111691.80392156863
Data Element,102,113760.56862745098
Intelligence Analysis,102,108144.87254901961
Political Sciences,102,103763.07843137255
Marketing Channel,102,117123.53921568628
"Incident Management
",102,114968.6862745098
Conflict Management,102,120903.42156862745
Payroll Processing,102,115413.30392156863
Applied Statistics,102,114761.01960784313
Punctuality,102,100039.80392156863
Computer Terminals,102,106015.90196078431
Oracle WebLogic Server,101,121126.93069306931
"Data Lakes
",101,120928.41584158415
"Business Performance Management
",101,114958.27722772278
Technical Presentations,101,138859.05940594058
Product Innovation,101,115422.66336633664
Health Sciences,101,110890.73267326732
Medical Billing,101,100620.85148514851
"
  Mathematics
",101,110855.34653465346
"
  Ingenuity",101,114435.36633663367
"Filing
",101,98462.0396039604
"The Open Group Architecture Framework (TOGAF)
",100,126943.04
Azure Kubernetes Service,100,124603.2
"
  Okta
",100,115259.7
"
  Enterprise Application Software
",100,125071.24
Web Services Description Language,100,137506.61
Sisense,100,115568.38
Computer Hardware,100,107785.37
Human Resource Management,100,117187.17
Supply And Demand,100,122568.95
Semiconductors,100,141107.59
IBM i,100,89129.6
"Computer Engineering
",100,119686.96
